Title,Content,URL,Program
Bay Area Commuter Benefits Program,"Bay Area Commuter Benefits Program
Annual Registration Process for All Affected Agencies and Departments
The Bay Area Commuter Be​nefits Program (Program) is administered by a partnership between the Metropolitan Transportation Commission and the Bay Area Air Quality Management District in accordance with Regulation 14, Rule 1: Bay Area Commuter Benefits Program. The Program began as a pilot program in 2014 and became permanent in 2016. It includes the nine San Francisco Bay Area counties (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Solano, and Sonoma). Agencies and departments with any worksites with any employees in these counties must comply with this Program.

Agency/Department Responsibilities
All affected agencies and departments should:

Annually notify all affected employees about the commuter benefit options available to them. For additional details about the employee notice requirements, please review CalHR’s Sample Notice and the Program’s Employer Guide (page 20). Please note that, for represented employees, their bargaining contracts may contain relevant language.
On an ongoing basis, notify new-hires about the commuter benefit options available to them.
Electronically submit the following completed documents to CalHR at travelmanager@calhr.ca.gov by December 3, 2023​:
Annual report (submitted on CalHR’s Bay Area Commuter Benefits Program Annual Report Template).
Copy of notice to employees (see CalHR’s Sample Notice.)
Please note that Regulation 14, Rule 1: Bay Area Commuter Benefits Program provides the following definitions for the “full-time employee” and “covered employee” fields included on the annual report template:

Covered Employee: An employee who performed an average of at least 20 hours of work per week within the previous calendar month within the geographic boundaries of the District, excluding a seasonal/temporary employee, which is defined as an employee who works for the employer 120 days or less within the calendar year.
Full-time Employee: An employee who performed an average of at least 30 hours of work per week within the previous calendar month within the geographic boundaries of the District, excluding a seasonal/temporary employee, which is defined as an employee who works for the employer 120 days or less within the calendar year.
CalHR Responsibilities
While CalHR is not the administrator of this program, CalHR annually registers as the single statewide employer for all affected state agencies and departments.  In its role as the single statewide employer, CalHR is responsible for the following:

Compiling and submitting the annual report data provided by the affected agencies and departments.
Maintaining records in accordance with Program requirements based on the data submitted by these agencies and departments to document how and when employees were notified about their commuter benefits.
State agencies and departments may contact travelmanager@calhr.ca.gov for additional clarification.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bay-area-commuter-benefits/,Work & Engagement Resources
Employee Assistance Program,"Employee Assistance Program
As a State of California employee, you and your eligible dependents have access to an Employee Assistance program (EAP). This program is provided by the State of California as part of the state’s commitment to promoting employee health and well-being. It is offered at no charge to the employee and provides a valuable resource for support and information during difficult times, as well as consultation on day-to-day concerns. EAP is an assessment, short-term counseling, and referral service designed to provide you and your family with assistance in managing everyday concerns.

EAP Contact Information
Magellan Healthcare Logo

Phone: 866-EAP-4SOC (866-327-4762)
TTY callers: 800-424-6117

Website: www.eap.calhr.ca.gov

 

If you need help, call the toll-free number at 866-327-4762 (TDD 800-424-6117).

Customer service representatives are available 24 hours a day, 7 days a week, to discuss your concerns and ensure that you receive the assistance you need. You may also contact your departmental EAP coordinator.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/,Work & Engagement Resources
Employee Engagement Program,"Employee Engagement Program
This program enhances employee engagement by empowering state employees through workplace activities and recognition initiatives. Programs include Californians Serving California, Public Service Recognition Week, and Employee Suggestion program.

Benefits Campaign – Check out our new Benefits Campaign for 2023! Monthly articles posted on holistic well-being topics to share with your teams and departments.

Californians Serving California – Follow CalHR’s social media web pages for monthly posts and prompts. Use #CAServingCA to connect your department’s social media efforts.

LinkedIn logo blueTwitter LogoFacebook Logo

DEI Toolkit – CalHR’s Diversity, Equity, and Inclusion (DEI) Toolkit provides helpful tool and resources to assist and empower organizations in their DEI efforts.

Employee Suggestion Program – Have a great idea on how to enhance processes in your department that reduce or eliminate state expenditures or improve the safety or operation of state government? – Submit your idea!

Public Service Recognition Week (PSRW) – Celebrated annually the first week of May.

Virtual Backgrounds – Enhance your virtual team meetings/gatherings with some creative backgrounds.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-engagement/,Work & Engagement Resources
Employee Wellness Program,"Employee Wellness Program
The mission of the state Employee Wellness Program is to promote a work environment that encourages healthy lifestyle choices, decreases the risk of illness and disease, and enhances employee effectiveness and well-being. We encourage you to stay informed about health issues that affect you. Take steps to maintain o improve your health and use the resources on this website to help make your life a long and healthy one.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-wellness-program/,Work & Engagement Resources
Employee Wellness Program,"Employee Wellness Program
General Information
The mission of the state employee wellness program is to promote a work environment that encourages healthy lifestyle choices, decreases the risk of illness and disease, and enhances employee effectiveness and well-being.

CalHR acts in a leadership role to help departments develop a healthy worksite and implement a proactive onsite wellness program that encourages employee engagement at all levels.

Wellness Coordinators in each State department work to offer wellness education or program activities and healthy information for you and your fellow employees.

We encourage you to stay informed about health issues that affect you. Take steps to maintain or improve your health and use the resources at your department and on this website to help make your life a long and healthy one.

Resources below may contain links to external websites. Once you leave this site, you will be subject to the policies of the destination website.

Events
The California Department of Human Resources (CalHR) is excited to announce Healthier U Connections- an innovative, online wellness service that allows state active employees to continually track health behaviors and access wellness resources, such as healthy recipes, exercise videos, ask a physician, and much more.

View our success story videos and learn more about Healthier U Connections.

Take A Hike – The Take A Hike! program is coordinated by California State Parks.

Downtown Sacramento City Walks – Come out and join a group walk during the lunch hour. This walk occurs the second Tuesday of every month and departs at Noon from 10th Street and Capitol Mall on the west side of the Capitol.

Walk Routes
Employee Discounts
CalHR Wellness Discounts – Contact your Departments Wellness Coordinator for more information.
Wellness Discount Procedure (PDF)​ | Follow this procedure when requesting to add a state employee discount to the CalHR wellness web site.
Vendor Employee Discount Application
Wellness Vendor List – Fill out this survey if you would like to be listed as a contact for wellness fairs, resources, or education/training for state department wellness coordinators.
 

Smoking Cessation
American Cancer Society – Great American Smokeout:  The third Thursday of every November.
California Smokers’ Helpline – Free telephone counseling program. 1-800-NO-BUTTS / 1-800-662- 8887
Clearing the Air – Quit Smoking Today – Free information from the National Cancer Institute.
Additional Information
Contact your department wellness coordinator for more information about your worksite program.

For more information about your health plan, please visit the CalPERS website.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-wellness-program/,Work & Engagement Resources
Healthier U Connections,"Healthier U Connections
Why Healthier U
Since state employees spend most of their waking hours at work, the State of California wants to create a workplace that promotes and sustains a culture of health to enhance the overall well-being of the state workforce so that employees are happy, healthy, and productive.

A 2012 Urban Institute Study of CalPERS medical care expenditures in 2008 found that 22.4 percent ($362 million) was attributable to chronic diseases amenable to prevention through changes in diet and physical activity. A five percent reduction among state employees in the prevalence of preventable conditions could save the state $18 million annually.

Healthier U is about improving productivity, lowering absenteeism and reducing workers’ compensation claims. It’s about helping employees meet their wellness goals so they can lead healthy lives at work and at home.

Making Workplace Wellness Work: A Labor Management Approach
Healthier U was developed by a unique partnership between CalHR, SEIU Local 1000, State Treasurer’s Office, State Controller’s Office, CalPERS, Kaiser Permanente and Sierra Health Foundation with support from The California Endowment and The California Wellness Foundation.

Healthier U is built on a unique labor-management approach that actively solicits and incorporates employee feedback by:

engaging all levels of the organization;
establishing equal representation of labor and management on committees and workgroups;
building on employees intrinsic motivation through friendly competition and peer support;
securing executive leadership support;
actively utilizing “boosters” or wellness champions to make small changes in their individual work areas and to help support wellness efforts; and
meeting employees where they are so employees can pursue their own personal goals.
Each Healthier U program is unique to the department that is building it.

It is not a one-size fit all.
It is not a wellness program in a box.
It is your wellness program designed by and for you.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-wellness-program/,Work & Engagement Resources
Merit Award Program,"Merit Award Program
The State of California appreciates and recognizes your commitment to serve. The Merit Award Program is a set of employee benefits available year-round and is comprised of four awards:

Governor's State Employee Medal of Valor Award
Superior/Sustained Accomplishment Awards
25-Year Service and Retirement Awards
Robert L Negri Human Resources Achievement Award",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/,Work & Engagement Resources
Merit Award Program,"Governor's State Employee Medal of Valor Award
The Governor’s State Employee Medal of Valor Award is the highest honor California bestows upon its employees who risked their lives to save others or state property. Since the program began in 1958, over 700 medals have been awarded to state employees in many different professions. There are two categories of awards:

Special Act Award (Gold Medal)
For an extraordinary act of heroism by a state employee extending far above and beyond the normal call of duty or service, performed at great risk to his or her own life in an effort to save human life.

Special Service Award (Silver Medal)
For an act of heroism by a state employee extending above and beyond the normal call of duty or service performed at personal risk to his or her safety to save human life or state property.

Authority
California Government Code Section 19823 – Employee Awards

California Code of Regulations – Employee Merit Award Program

State Administrative Manual Chapter 4700 – Merit Award Program

Benefits Administrative Manual – Merit Award Program

CalHR-012 Nomination Form

Nomination Process
The department nominator reviews the Medal of Valor Nomination webpage for instructions.
If the heroic act or service meets the criteria, the department nominator downloads and completes the CalHR-012 Nomination Form.
The department nominator submits the completed nomination package to their departmental Merit Award Administrator (MAA).
The departmental MAA reviews the nomination package, and if necessary, requests additional documentation.
The departmental MAA forwards the finalized nomination package to the department director / department head for approval and signature.
If approved, the departmental MAA submits the completed nomination package to the CalHR Merit Award Program prior to the deadline.
CalHR Merit Award Program staff reviews the nomination package for completeness; if necessary, additional information or documentation will be requested.
Once the nomination package is deemed complete, it will then be reviewed by the Merit Award Board (MAB).
The MAB reviews each nomination package and provides a recommendation to the CalHR Director who makes a final determination.
CalHR Merit Award Program notifies each department of the final decision.
Award Ceremony
CalHR Merit Award Program coordinates the award ceremony with the Governor’s Office and participating departments. ​

Past Medal of Valor Awardees
To search for awardees by department, last name, first name, or year awarded, please visit medalofvalor.ca.gov.

More Information
For more information, please contact your departmental Merit Award Administrator or the CalHR Merit Award Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/,Work & Engagement Resources
Merit Award Program,"Superior/Sustained Accomplishment Awards
The Superior Accomplishment Award and the Sustained Superior Accomplishment  Award are for a performance resulting in exceptional contribution to state government. Many state agencies hold an annual awards ceremony to acknowledge outstanding employees and increase employee engagement. Specific areas of accomplishment may include, but are not limited to:

An outstanding and superior achievement.
An important contribution to science or research.
An unequaled personal effort in overcoming unusual difficulties or obstacles.
The completion of an assigned task in a significantly shorter period of time than was deemed possible.
A major improvement in methods, organization, procedures, or products (which make an exceptional contribution to the efficiency or economy of the state or an exceptional improvement in its operations.
Nominations for either the Superior Accomplishment Award and the Sustained Superior Accomplishment Award may be submitted on the STD-278 Nomination Form and must be signed by the department director / department head. There are two categories of awards:

​Superior Accomplishment Award
The Superior Accomplishment Award is for a performance by an individual or group which results in an exceptional contribution to state government. There are two categories of Superior Accomplishment Awards:

​​Gold Award
For a gold award, departments may issue one or both of the following to an individual or group:

Engraved walnut plaque or a certificate
Cash or gift award
Cash awards for an individual or group member ranges from $50 to $500 each. Departments have the option of providing cash or equivalent gift awards. Departments are responsible for the design, purchase, and printing of certificates. Note: It would be rare for a group of individuals to receive a gold award as this award is of such prominent degree that it merits recognition of the highest order.

Silver Award
For a silver award, departments may issue one or both of the following to an individual or group:

Engraved walnut plaque or a certificate
Cash or gift award
Cash awards for an individual or group member ranges from $25 to $250 each. Departments have the option of providing cash or equivalent gift awards. Departments are responsible for the design, purchase, and printing of certificates.

​Sustained Superior Accomplishment Award
The Sustained Superior Accomplishment Award is for an individual or group who sustained superior job performance over a 24-month period, resulting in an exceptional contribution to state government. The maximum standard for this award is one nomination per 100 employees for each department.

Departments may issue one or both of the following to an individual or group:

Framed certificate
Cash or gift award
Cash awards for an individual or group member ranges from $25 to a maximum of $250 each. Departments have the option of providing cash or equivalent gift awards. Departments are responsible for the design, purchase, and printing of certificates.

Authority
California Government Code Section 19823 – Employee Awards

California Code of Regulations – Employee Merit Award Program

State Administrative Manual Chapter 4700 – Merit Award Program

Benefits Administrative Manual – Merit Award Program

STD-278 Nomination Form

More Information
For more information, please contact your departmental Merit Award Administrator or CalHR Merit Award Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/,Work & Engagement Resources
Merit Award Program,"25-Year Service and Retirement Awards
The 25-Year Service and Retirement Awards were established by the Legislature to recognize state employees who have completed 25-years or more of state service.

Departments may purchase mementos for eligible employees directly from State Price Schedule service providers discussed below.
State employees with questions about purchasing awards or their service and retirement award status should contact their Human Resources Office.
Human Resources professionals may contact the CalHR Merit Award Program for additional information.
There are two categories of awards:

​25-Yea​​​r Service Award
The 25-Year Service Award recognizes employees who have completed 25-years of state service. Departments may present a certificate, plaque, or other suitable memento to state employees with 25-years of completed state service, however the cost may not exceed $125 plus tax.

25-Year Retirement Award
The 25-Year Retirement Award recognizes retiring employees who have completed 25-years or more of state service upon retirement. Departments may make a presentation to a retiring employee who, on the date of their retirement, has completed 25 or more years of state service, however the cost may not exceed $125 plus tax.

Authority
California Government Code Section 19849.9 – 25-Year Service and Retirement Award

California Code of Regulations – Employee Merit Award Program

State Administrative Manual Chapter 4700 – Merit Award Program

Benefits Administrative Manual – Merit Award Program

CalHR-160 Non-Core Employee Payment Form

STD-65 Purchasing Authority Purchase Order

Procurement Information
As of February 1, 2017, MTM Recognition and Frank T. Marchello are identified as State Price Schedule service providers. Departments may utilize their Core Item and Non-Core Item catalogues to fulfill procurement orders (see below). At the department’s discretion, employees may purchase a gift that is a Non-Core Item, including those above the $125 threshold. The State of California will be responsible for the first $125 (plus the tax on $125). The employee is responsible for the balance. At the time of order, it is the employee’s responsibility to pay anything above and beyond the $125 plus tax. No order will be officially placed until the employee’s portion is paid in full. The state’s portion of the payment will be standard state terms.

Gift Catalogs and Contract Information
On Cal eProcure, click on the link for “Find Public Procurement Information.” Then, search for vendor associated contract information using these contract identification numbers:

For MTM Recognition, search 2-21-84-14A
For Frank T Marchello, search 2-21-84-14B
To request any additional state price schedule service provider documents, please contact the CalHR Merit Award Program.

​MTM Recognition 
https://awards.mtmrecognition.com/california
To access “Core” items, click on the “25-Year” and “Retirement” links on the left of the page below the “Core” heading.
To access “Non-Core” items, click on the “Non-Core” links, L1 through L5, on the left of the page below the “Non-Core” headings.
For questions or concerns:
Bryan Mular, Customer Care Associate
bmular@mtmrecognition.com| (877) 495-1011
Frank T Marchello
https://california.awardfulfillment.com
To access “Core” items, click on the “Core – 25 Years” and “Core – Retirement” links on the left side of the page below the “Categories” heading.
To access “Non-Core” items, click on the “Non-Core” links, Level 1 and Level 2 on the left of the page below the “Categories” heading.
For questions or concerns:
california@awardfulfillme​nt.com ​ ​|  ​​(909) 208-5506  ​|  (800) 718-8852​

Frequently Asked Questions
Can an employee who has completed 25-years of state service and plans on retiring, regardless of the time between the two events, receive both a 25-Year Service Award and Retirement Award?
Yes. There is nothing in the current law that indicates an employee must choose between the 25-Year Service Award and Retirement Award.

Can a retiring employee who has completed 25-years of state service combine the 25-Year Service Award and Retirement Award and purchase a $250 gift?
No. These are two separate awards.

Can an employee receive the appropriated $125 in cash?
No. The law states “a certificate, plaque, or other suitable memento.” Cash is not considered a “suitable memento” since the definition of memento is “a reminder or a souvenir.”

Does a department have to purchase a gift from the State Price Schedule service providers?
No, it is not mandatory to purchase a gift from the State Price Schedule service providers although it is highly recommended.

Can an employee who is retiring and does not have 25-years of service purchase a retirement award at their own expense?
No. This award is in recognition of 25-years or more of state service.

Can an employee with 23-years of state service qualify for the 25-Year Service Award and/or Retirement Award if they previously purchased two years of service credit for retirement purposes?
No. Service Awards are based on qualifying months of state service.

If an employee transfers to a new department, can they still receive a 25-Year Service Award from the new department?
Yes. The new department would provide the 25-Year Service Award.

What is the difference between the Core items and the Non-Core items?
The Core items are those most commonly purchased by departments for their employees and include watches, clocks, vases, etc. The two service providers offer additional, or “Non-Core” gift items for purchase. The Core items do not exceed $125. The Non-Core items vary in price.

Can an employee choose a gift from the Non-Core catalog?
Each department may establish their own internal policy for ordering service awards. Please check with your departmental Merit Award Administrator or Human Resources Office.

If my department allows it and I choose a gift from the Non-Core catalog that exceeds $125, how do I pay for it?
The State of California is responsible for the first $125, plus the tax on the $125. The employee is responsible for the balance. Employees may contact their department Merit Award Administrator or Human Resources Office for further details.

Are there time limits for purchasing retirement gifts?
There are no time restrictions in the law; departments may establish reasonable time limits for their retiring employees.

What is the turnaround time when an award is ordered?
MTM Recognition, three weeks is the normal turn-around time. If a shorter turn-around time is required, please contact Bryan Mular.

My PERS statement shows a different amount of service time than State Controller’s Office. Why?
Service years are based on qualifying months of state service as indicated by the State Controller’s Office (SCO). SCO and PERS calculate service time differently.

More Information
If you have any issues or concerns to report about a product purchased from a State Price Schedule service provider, please contact your department’s Merit Award Administrator or Human Resources Office.  Program inquires may be directed to the Merit Award Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/,Work & Engagement Resources
Merit Award Program,"Robert L Negri Human Resources Achievement Award
The Robert L. Negri Human Resources Achievement Award is an annual award presented to an employee or organizational group of the State for outstanding performance and achievement in the field of human resources. We invite you to nominate deserving individuals or organizational groups for this prestigious award by completing the CalHR-601 Nomination Form and submitting to the CalHR’s Merit Award Program.

Nomination Process
Nominations will be reviewed and approved by a selection committee and the CalHR Director. Each will be looking for nominations that clearly demonstrate the following:

Dedication to excellence in the field of human resources;
Outstanding customer service to the state, department, and/or employee(s); and
Excellent performance and achievements in the field of human resources.
The award will be presented at the CalHR Conference.

Authority
CalHR-601 Nomination Form

More Information
For more information, please contact your departmental Merit Award Administrator or CalHR Merit Award Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/,Work & Engagement Resources
Relocation Reimbursements,"Relocation Reimbursements
For bargaining units with an existing Memorandum of Understanding (MOU), if the MOU contains relocation language that is in conflict with this language, the MOU language shall be controlling.

Government Code, Article 7 (Moving and Relocation Expenses) of the California Code of Regulations, the HR Manual, and current MOUs are the basis for the information on this page. Please note that some MOUs may reference the excluded relocation rules.

Current State Employees
Current state employees may be eligible to submit reimbursement claims for allowable, state-approved relocation expenses. Depending on the circumstances of the relocation, relocation reimbursement for allowable expenses may be either mandatory or permissive, conditional, and must be approved in advance. An example of a mandatory circumstance may be a promotion. An example of a permissive circumstance may be an unusual and unavoidable hardship or a hard-to-fill position. Certain allowable relocation circumstances and/or expenses may require advance approval from the Department of Human Resources (CalHR) in addition to the required advance approval by the appointing power (hiring agency or department). Since each relocation situation is unique, employees who have inquiries about the relocation policy should contact their employer for guidance.

New-Hires to State Service
New-hires to state service may be eligible to submit reimbursement claims for allowable, state-approved relocation expenses. Typically, relocation reimbursement for allowable expenses for new-hires to state service is permissive (not mandatory), conditional, and must be approved in advance. Certain allowable relocation expenses may require advance approval from the Department of Finance and/or CalHR in addition to the required advance approval by the appointing power (hiring agency or department). Since each relocation situation is unique, employees who have inquiries about the relocation policy should contact their employer for guidance.

HR Manual section 2201 – Travel and Relocation Policy provides additional information, including limited delegation from CalHR to departmental appointing powers to reimburse certain allowable expenses for all excluded new-hires and some represented (bargaining unit) new-hires.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/relocation-reimbursements/,Work & Engagement Resources
Third Party Pre-Tax Parking Reimbursement Account Program,"Third Party Pre-Tax Parking Reimbursement Account Program
​​This is not a subsidy program. The California Department of Human Resources (CalHR) administers the Third Party Pre-Tax Parking Reimbursement Account Program (Program). CalHR contracts with a third-party vendor, Application Software, Inc. (ASI) for recordkeeping and claims adjudication.

General Information
You may participate in this program if you are a state employee who does not have access to state-controlled or owned (DGS, CalTrans, etc.) parking spaces or a department-sponsored parking program.

The Third Party Pre-Tax Parking Reimbursement Account Program is a voluntary payroll deduction program that allows you to deduct a specific dollar amount for work-related parking fees from your pay warrant prior to tax deductions; this reduces your taxable income. The funds taken out of your pay warrant go into a special reimbursement account that you will claim against. To receive payments from your account, you must submit a reimbursement claim form (CalHR 681) along with the required parking receipts. To enroll in this program you must submit the account enrollment form (CalHR 682).

Once the deduction begins for the Program it will continue without interruption until you stop or change it.

At the end of the tax year, the State Controller’s Office (SCO) will report your taxable income as usual, excluding the amount of the pre-tax parking deduction from your gross taxable income. For the 2023 tax year, you can deduct your actual cost of parking, up to $300​ per month.

The Program is governed by section 132(f) of the Internal Revenue Code – Qualified Transportation Fringe Benefits.

The Internal Revenue Code defines “qualified parking” as:

Parking on or near the employer’s business premise or at a location from which the employee commutes to work by carpool, commuter highway vehicle, mass transit facilities, transportation provided by any person in the business of transporting persons for compensation or hire, or by any other means.

Unless you meet certain specific criteria, the Internal Revenue Code does not allow for automatic refunds of excess money in your Program Account. Please read the Frequently Asked Questions and Forfeiture Information below.

For questions concerning the status of a claim or your account balance, please contact the third party vendor Application Software, Inc. (ASI) at (800) 659-3035 or visit the ASI website.

For more information on this program or eligibility, please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/,Work & Engagement Resources
Third Party Pre-Tax Parking Reimbursement Account Program,"Eligibility
The following active state employees who meet the eligibility criteria can participate in the Third-​Party Pre-Tax Parking Reimbursement Account Program:
Rank and file

Managerial

Supervisory

Confidential

Excluded (including: Constitutional Officers; employees of the Judicial Council; and Supreme, Appellate, and Superior Court Judges)

 Eligibility criteria are:​
You drive a personal vehicle to work or to a location from which you commute to work
You pay for employment related parking in a paid facility and receive a receipt
You currently do not have a DGS or department administered parking space
Unless you have appointments with more than one department in different locations or your duties require you to park in different locations, you are limited to one parking space. Your eligibility begins the first month following your first payroll deduction (IRC requirement).​

For example:​
If your Pre-Tax Parking deduction takes place in the July pay period (pay warrant has an issue date of August 1), then you may submit the parking fees associated with the month of August. In this example, these are the first fees that are eligible for reimbursement.​",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/,Work & Engagement Resources
Third Party Pre-Tax Parking Reimbursement Account Program,"Enrollment, Changes to Enrollment, and Cancellations
Enrollment
To enroll, please complete the CalHR 682 – Rei​mbursable Account Enrollment Form and submit it to your departmental personnel office.

Your deduction will start in the current pay period if the State Controller’s Offices’ Miscellaneous Deduction Unit receives your form by the 10th of the month.

The program does not allow retroactive pre-tax parking deductions.

If deductions are not taken beginning in the pay period you requested, they will start in the next possible pay period following the processing of your form.

Changes to Enrollment​
You may increase or decrease your pre-tax parking payroll deduction at any time by completing the CalHR 682 – Reimbursable Acc​ount Enrollment Form and submitting it to your departmental personnel office.
 Changes start in the current pay period if the Miscellaneous Deduction Unit at the State Controller’s Office receives the form by the 10th of the month.
The program does not allow retroactive pre-tax parking deductions.
 If your changes not take effect in the pay period you requested, they will start in the next possible pay period following the processing of your form.​
​Cancellations
You may cancel your pre-tax deduction at any time by completing the CalHR 682 – Reimbursable Account Enrollment Form​​ and submitting it to your departmental personnel office.

Your deduction will stop with the current pay period if the State Controller’s Offices’ Miscellaneous Deduction Unit receives your form by the 10th of the month.

The program does not allow retroactive pre-tax parking cancellations.

If deductions are not cancelled in the pay period you requested, they will stop in the next possible pay period following the processing of your form.

If funds remain in your Pre-Tax Parking Reimbursement Account and you are still an active State employee, you have one year from your last activity (deduction or claim) in which to submit claims for reimbursement of work-related parking. Claims must reflect costs incurred while you were an active participant in the Program. Costs incurred after your last date of eligibility are not eligible for reimbursement. You will forfeit any funds remaining in your account after these time frames expire.

If you are separating from State service and funds remain in your Pre-Tax Parking Reimbursement Account, you have one year from your date of separation in which to submit a claim for reimbursement of work-related parking expenses incurred prior to your separation. Claims must reflect costs incurred while you were an active participant in the Program. Costs incurred after your last date of eligibility are not eligible for reimbursement. You will forfeit any funds remaining in your account after these time frames expire.​

Parking Lot Transfers
This Program differs from the Department of General Services or department-sponsored parking program in the way that they are coded and processed. You must cancel your reimbursement account deduction when you transfer from a private parking lot to a Department of General Services​ or department-sponsored lot. Otherwise, you will have duplicate pre-tax parking deductions taken from your paycheck and could face forfeiture of unclaimed funds in your pre-tax parking reimbursement account.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/,Work & Engagement Resources
Third Party Pre-Tax Parking Reimbursement Account Program,"Claims Process
For participants in the Program, the process for submitting reimbursement claims is as follows:

The authorized pre-tax parking account deduction from your pay warrant occurs every month.
The deduction for each pay period is can be used to reimburse parking fees incurred in the following month or later (e.g., the deduction taken in the July pay period can be used for parking fees incurred in August).
Pay your parking fees and receive a receipt for all qualified parking expenditures for the month.
Com​plete the CalHR 681 – Reimbursable Account Claim Form.
Your signature on the claim form certifies that the reimbursement requested is for qualified parking and that you meet the eligibility criteria.
Forward the completed CalHR 681 – Reimbursable Account Claim Form, along with the required payment documentation, to Application Software Inc. (ASI). You may submit the documentation via fax, mail, or through your online ASI account. ASI must receive your claim by the 15th of the month in order for it to be included in that month’s processing cycle.
The State Controller’s Office typically mails out the pre-tax parking reimbursement warrants once a month towards the end of the month. You may submit your claim as soon as you pay your parking fees. You do not have to wait until the end of each month.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/,Work & Engagement Resources
Third Party Pre-Tax Parking Reimbursement Account Program,"Other Pre-Tax Parking Programs
The State of California offers two other types of pre-tax parking payroll deductions. 

State-owned Parking Facilities (Department of General Services, CalTrans, etc.)
This pre-tax parking payroll deduction program is available to any state employee who has or can acquire a parking space in a state-owned garage or parking lot managed by the state.

The State Controller’s Office deducts the parking fees from your check and remits them directly to the state department. 

Contact your department’s parking coordinator for more information.

Department-Sponsored Parking
Departments that have “in-house” parking programs administer their own programs. State Controller’s Office deducts the parking fees pre-tax from your check and transfers them to the department who then pays your parking fees.

Contact your department’s parking coordinator for more information. ​",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/,Work & Engagement Resources
Third Party Pre-Tax Parking Reimbursement Account Program,"Related Forms
CalHR 682 – Account Enrollment Form
CalHR 681 – Account Claim Form
Forfeiture Information
If you are an active state employee, you have one year from the date of your last activity (deduction or submission of a claim) to submit a claim for reimbursement. Claims must reflect costs incurred while you were an active participant in the Program and include valid parking receipts. Costs incurred after your last date of eligibility are not eligible for reimbursement.

If you separate from state service, you have one ​year from your date of separation in which to submit a claim for reimbursement of work-related parking expenses incurred prior to your separation. Claims must reflect costs incurred while you were an active participant in the Program. Costs incurred after your last date of eligibility will not be processed.

If you do not submit valid Program reimbursement claims within these specified time periods, you will forfeit the remaining balance in your account.

Contact Information
For more information or questions about the Program, please contact the Program Coordinator.

For questions concerning the status of a claim or your account balance, please contact ASI at (800) 659-3035.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/,Work & Engagement Resources
Travel Reimbursements,"Travel Reimbursements
For bargaining units with an existing Memorandum of Understanding (MOU), if the MOU contains travel language that is in conflict with this language, the MOU language shall be controlling.​​​​​​​​​

Exempt, excluded, and represented state employees may be eligible for the reimbursement of authorized out-of-pocket expenses that are reasonably, actually, and necessarily incurred as a result of conducting state business. In accordance with current state policy, employees may be eligible to receive reimbursement for expenses such as:

Method of travel (transportation)
Meals and incidentals
Short-term lodging
Out-of-state travel
Out-of-country travel
Personal vehicle mileage
Other actual and necessary business and/or travel costs incurred while conducting official state business
HR Manual sections 2201 – Travel and Relocation Policy, 2202 – Mileage Reimbursement, and 2203 – Allowances and Travel Reimbursements provide additional information about travel reimbursements, including links to authorities and resources.

For more information, please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/travel-reimbursements/,Work & Engagement Resources
Travel Reimbursements,"Meal and Incidental Rates
The following reimbursement rates for meals and incidentals are maximums, not allowances.  In the event of an audit, employees must be able to produce receipts substantiating the amount claimed.

HR Manual section 2203 – Allowances and Travel Reimbursements provides additional information, including travel timeframes (fractional day of travel, trip of less than 24 hours, trip of more than 24 hours, etc.).

Meal and Incidental Rates
​Expense	​Reimbursement for Actual Expense
​Breakfast	​Up to $7.00
​Lunch	​Up to $11.00
​Dinner	​Up to $23.00
​Incidentals	​Up to $5.00",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/travel-reimbursements/,Work & Engagement Resources
